,LFQ intensity BIR_1,LFQ intensity BIR_2,LFQ intensity BIR_3,LFQ intensity CHX_1,LFQ intensity CHX_2,LFQ intensity CHX_3,LFQ intensity DCP2_1,LFQ intensity DCP2_2,LFQ intensity DCP2_3,LFQ intensity NOC_1,LFQ intensity NOC_2,LFQ intensity NOC_3,LFQ intensity MB_1,LFQ intensity MB_2,LFQ intensity MB_3,LFQ intensity OS_1,LFQ intensity OS_2,LFQ intensity OS_3,Only identified by site,Reverse,Potential contaminant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Razor + unique peptides BIR_1,Razor + unique peptides BIR_2,Razor + unique peptides BIR_3,Razor + unique peptides CHX_1,Razor + unique peptides CHX_2,Razor + unique peptides CHX_3,Razor + unique peptides DCP2_1,Razor + unique peptides DCP2_2,Razor + unique peptides DCP2_3,Razor + unique peptides NOC_1,Razor + unique peptides NOC_2,Razor + unique peptides NOC_3,Razor + unique peptides MB_1,Razor + unique peptides MB_2,Razor + unique peptides MB_3,Razor + unique peptides OS_1,Razor + unique peptides OS_2,Razor + unique peptides OS_3,Protein IDs,Majority protein IDs,Protein names,Gene names
3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8103400,,,,2,2,2,"15,7","15,7","15,7","14,96","0,00030647","3,189",66816000,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,Q9NPJ3,Q9NPJ3,"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed",ACOT13
3182,24274000,22850000,31688000,0,0,0,25438000,0,28243000,0,17588000,0,0,0,0,0,0,0,,,,4,4,4,20,20,20,"29,745",0,"4,4311",257990000,8,2,2,2,0,1,1,2,1,4,3,3,3,0,0,1,0,0,1,Q9NPJ6,Q9NPJ6,Mediator of RNA polymerase II transcription subunit 4,MED4
3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22185000,22770000,20652000,,,,4,4,4,"9,8","9,8","9,8","59,709",0,"11,578",100070000,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,Q9NPQ8;Q9NVN3,Q9NPQ8,Synembryn-A,RIC8A
3184,0,0,0,0,0,0,0,0,0,0,0,0,0,28923000,20533000,0,0,0,,,,6,2,2,"18,9","8,4","8,4","43,727",0,"5,1418",76478000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Q9NQ29,Q9NQ29,Putative RNA-binding protein Luc7-like 1,LUC7L
3185,135370000,126510000,106440000,190540000,103230000,117330000,96050000,136250000,148930000,186860000,156430000,127960000,100320000,166900000,281580000,112060000,111190000,85967000,,,,10,10,10,"36,8","36,8","36,8","53,193",0,"150,92",2691900000,109,6,5,5,7,3,2,1,6,5,7,7,6,6,8,10,7,6,5,Q9NQ55,Q9NQ55,Suppressor of SWI4 1 homolog,PPAN
3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20459000,0,,,,2,2,2,"2,7","2,7","2,7","138,57","0,0036466","2,0284",81873000,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,Q9NQ66,Q9NQ66,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",PLCB1
3187,18042000,17130000,15123000,0,0,0,0,26180000,0,21976000,0,0,19734000,38444000,36651000,53646000,53350000,56475000,,,,5,5,5,"31,5","31,5","31,5","30,062",0,"13,208",445730000,18,2,3,2,1,0,0,0,3,1,3,0,0,4,3,5,5,5,3,Q9NQ88,Q9NQ88,"Fructose-2,6-bisphosphatase TIGAR",TIGAR
3188,111680000,76333000,99938000,0,52158000,0,79428000,91475000,62451000,40710000,90686000,69256000,67586000,36161000,0,32007000,31771000,31872000,,,,5,5,5,"7,9","7,9","7,9","129,93",0,"24,28",913950000,32,4,4,4,1,2,1,3,3,3,2,4,2,3,2,1,3,3,2,Q9NQC3,Q9NQC3,Reticulon-4,RTN4
3189,21668000,24849000,0,0,22483000,20938000,27783000,0,0,21347000,0,26618000,0,0,0,0,0,24672000,,,,3,3,3,"4,6","4,6","4,6","107,31","0,00029904","2,8326",227320000,10,2,2,1,1,2,2,2,1,1,2,1,3,1,0,0,1,1,2,Q9NQC7,Q9NQC7,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD
3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7770700,0,0,0,,,,1,1,1,"4,6","4,6","4,6","36,899","0,0028241","2,132",35030000,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Q9NQG5,Q9NQG5,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B
3191,0,0,0,0,0,0,0,20252000,0,0,0,0,0,26546000,0,0,0,22090000,,,,4,4,4,"21,4","21,4","21,4","30,608",0,"11,096",263300000,4,1,3,1,0,1,0,1,3,0,1,1,0,3,2,4,3,3,2,Q9NQR4,Q9NQR4,Omega-amidase NIT2,NIT2
3192,25014000,24246000,0,0,0,0,0,22885000,0,26288000,18477000,0,54599000,38348000,0,18635000,0,0,,,,8,8,8,"12,1","12,1","12,1","105,43",0,"18,755",272290000,25,2,4,2,0,0,0,1,3,1,2,4,0,4,7,3,3,0,2,Q9NQS7,Q9NQS7,Inner centromere protein,INCENP
3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16055000,0,0,0,,,,3,3,3,"21,3","21,3","21,3","25,249",0,"7,1318",52478000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,Q9NQT4,Q9NQT4,Exosome complex component RRP46,EXOSC5
3194,0,37590000,0,0,0,0,0,0,0,74009000,0,0,73442000,58003000,68937000,75595000,86371000,79571000,,,,9,9,9,"58,2","58,2","58,2","29,572",0,"58,543",787190000,25,1,2,1,1,1,0,1,1,1,3,1,0,3,6,8,7,7,6,Q9NQT5,Q9NQT5,Exosome complex component RRP40,EXOSC3
3195,0,0,32220000,0,0,40397000,0,0,0,0,0,0,0,0,0,0,0,47828000,,,,5,4,4,4,"3,5","3,5","202,79","0,0076004","1,6885",636490000,4,1,2,3,0,2,2,1,2,1,2,2,1,0,2,1,3,2,3,Q9NQT8,Q9NQT8,Kinesin-like protein KIF13B,KIF13B
3196,165020000,183020000,167670000,27998000,0,0,70546000,103300000,67524000,148750000,152690000,148090000,230280000,252170000,238380000,239280000,225040000,285329984,,,,22,22,22,"26,2","26,2","26,2","124,2",0,"79,608",2974900000,120,14,12,12,2,1,0,7,5,5,9,12,10,14,16,14,18,15,18,Q9NQW6,Q9NQW6,Actin-binding protein anillin,ANLN
3197,0,0,0,22216000,0,0,0,0,0,0,0,0,0,0,0,46999000,45826000,38099000,,,,7,7,7,"14,4","14,4","14,4","69,917",0,"5,5745",208750000,9,1,1,1,2,1,0,1,1,2,1,1,1,1,0,0,6,6,6,Q9NQW7,Q9NQW7,Xaa-Pro aminopeptidase 1,XPNPEP1
3198,90934000,116780000,89699000,35109000,53794000,50198000,48719000,81209000,64906000,31028000,48268000,51387000,60537000,44419000,42046000,65726000,67919000,84531000,,,,12,12,12,"27,2","27,2","27,2","79,748",0,"23,395",1082100000,43,8,9,9,3,2,2,6,7,6,2,4,4,7,5,4,5,7,7,Q9NQX3,Q9NQX3,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN
3199,92771000,91132000,58368000,163230000,73780000,133220000,52872000,79037000,106000000,94554000,134960000,102750000,64150000,90796000,73261000,59714000,62138000,67281000,,,,7,7,7,"24,6","24,6","24,6","54,557",0,"61,979",1400000000,60,4,5,5,5,7,6,5,5,5,5,5,6,3,4,4,3,3,3,Q9NQZ2,Q9NQZ2,Something about silencing protein 10,UTP3
3200,356390016,333310016,316760000,273320000,357440000,446009984,435710016,418320000,436830016,516689984,454470016,417020000,261130000,266090000,346080000,384729984,410740000,399380000,,,,54,54,54,19,19,19,"530,25",0,"203,78",6541500000,334,32,32,27,22,30,24,32,33,27,40,33,33,19,21,36,37,38,37,Q9NR09;REV__Q96C03;REV__Q9NR09,Q9NR09,Baculoviral IAP repeat-containing protein 6,BIRC6
3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64471000,57741000,60390000,,,,5,5,5,"12,5","12,5","12,5","49,844","0,00031616","3,6579",270570000,7,0,1,0,0,1,1,0,1,0,1,0,0,2,1,1,5,5,5,Q9NR12,Q9NR12,PDZ and LIM domain protein 7,PDLIM7
3202,2379599872,3429499904,2767500032,3142599936,2300199936,1988099968,2182599936,3169499904,3397900032,3938200064,2441600000,2526500096,2533600000,4176000000,5037499904,2520900096,2525499904,2028300032,,,,36,36,34,"53,8","53,8","50,3","87,343",0,"323,31",54308000000,815,29,33,30,28,27,28,26,33,29,32,27,31,30,36,34,31,31,27,Q9NR30,Q9NR30,Nucleolar RNA helicase 2,DDX21
3203,13442000,0,9499500,0,0,0,14112000,16811000,0,29658000,16674000,12353000,15784000,27407000,58741000,29879000,31688000,0,,,,3,3,3,"27,8","27,8","27,8","22,367",0,"9,5488",338830000,23,3,2,3,1,0,0,2,3,1,3,2,3,3,3,2,2,2,1,Q9NR31,Q9NR31,GTP-binding protein SAR1a,SAR1A
3204,0,29111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27409000,,,,2,2,2,"5,6","5,6","5,6","40,307","0,00059312","2,7314",145180000,8,0,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,Q9NR45,Q9NR45,Sialic acid synthase,NANS
3205,79382000,79644000,65627000,87764000,103700000,88714000,105470000,113800000,104650000,95354000,83791000,90073000,122010000,125240000,94733000,123630000,134650000,118120000,,,,8,8,8,"27,7","27,7","27,7","50,24",0,"28,142",1857700000,77,4,5,5,5,3,3,5,4,3,6,4,6,6,7,7,7,7,6,Q9NR50,Q9NR50,Translation initiation factor eIF-2B subunit gamma,EIF2B3
3206,132330000,131270000,127290000,115000000,207050000,247610000,277940000,217260000,209860000,181560000,245890000,243250000,217670000,132660000,72373000,235880000,257320000,289529984,,,,17,17,17,"30,8","30,8","30,8","108,2",0,"97,143",3303900000,124,8,9,7,4,9,7,12,10,8,10,7,10,9,9,5,13,14,15,Q9NRA8,Q9NRA8,Eukaryotic translation initiation factor 4E transporter,EIF4ENIF1
3207,0,0,0,0,0,0,0,0,0,0,0,0,0,30410000,33081000,0,0,0,,,,4,2,2,"11,9","7,5","7,5","65,677","0,00031447","3,5801",144080000,7,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,1,1,Q9NRF8,Q9NRF8,CTP synthase 2,CTPS2
3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29518000,,,,2,2,2,"9,9","9,9","9,9","49,688","0,00031201","3,4104",61926000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Q9NRG4,Q9NRG4,N-lysine methyltransferase SMYD2,SMYD2
3209,0,0,0,0,0,0,0,0,0,0,0,0,0,8057700,28661000,0,0,0,,,,3,3,3,"22,9","22,9","22,9","31,076",0,"8,9713",63818000,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,Q9NRG7,Q9NRG7,Epimerase family protein SDR39U1,SDR39U1
3210,31199000,49190000,0,0,0,0,28493000,30412000,0,25330000,0,58133000,51335000,46679000,39918000,103210000,98527000,88432000,,,,9,9,9,"26,2","26,2","26,2","59,573",0,"13,851",797020000,28,2,2,1,1,2,1,3,3,2,3,1,2,4,5,5,9,7,7,Q9NRG9,Q9NRG9,Aladin,AAAS
3211,0,0,0,0,0,0,0,0,0,33467000,0,0,0,32783000,62573000,0,21129000,0,,,,6,6,6,"11,9","11,9","11,9","79,147",0,"59,318",242210000,10,1,0,0,1,0,1,0,1,0,3,1,0,0,2,6,1,2,1,Q9NRK6,Q9NRK6,"ATP-binding cassette sub-family B member 10, mitochondrial",ABCB10
3212,1135299968,1096499968,1092800000,1246800000,1016400000,1044300032,808579968,1018400000,1148600064,1011100032,1285200000,1137400064,895729984,862339968,792670016,735849984,719350016,700310016,,,,45,45,45,"40,5","40,5","40,5","178,7",0,"323,31",16887000000,512,33,39,32,33,27,30,25,35,32,35,34,33,32,35,36,34,32,34,Q9NRL2,Q9NRL2,Bromodomain adjacent to zinc finger domain protein 1A,BAZ1A
3213,98075000,78085000,75287000,47148000,60408000,61944000,78948000,73110000,70034000,58196000,70480000,84000000,63411000,44253000,0,88353000,83268000,85392000,,,,7,7,6,17,17,"15,7","80,595",0,"20,503",1142500000,49,5,7,5,3,4,5,6,5,4,6,6,6,4,4,1,6,6,7,Q9NRL3,Q9NRL3,Striatin-4,STRN4
3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309100,,,,2,2,2,"5,8","5,8","5,8","52,787","0,00030609","3,1784",50252000,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,Q9NRM2,Q9NRM2,Zinc finger protein 277,ZNF277
3215,0,44171000,0,0,0,0,0,0,0,0,0,0,0,47628000,68883000,65711000,54581000,49189000,,,,6,6,6,"23,6","23,6","23,6","35,776",0,"13,852",588980000,28,2,3,3,0,0,2,1,2,2,2,0,1,1,4,6,3,5,3,Q9NRN7,Q9NRN7,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,AASDHPPT
3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17572000,,,,1,1,1,"8,1","8,1","8,1","16,829","0,0003013","2,9236",387490000,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Q9NRP0,Q9NRP0,Oligosaccharyltransferase complex subunit OSTC,OSTC
3217,35356000,30082000,22848000,0,20850000,0,0,0,27060000,28217000,31141000,31267000,0,20465000,22224000,21336000,32453000,40183000,,,,8,8,8,9,9,9,"159,31",0,"6,8768",420630000,14,4,3,3,1,5,2,0,2,2,3,2,3,1,3,4,4,4,2,Q9NRR4,Q9NRR4,Ribonuclease 3,DROSHA
3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16362000,0,0,0,,,,3,3,3,"21,6","21,6","21,6","22,826",0,"4,0034",69386000,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,1,0,1,Q9NRW3;Q8IUX4;Q96AK3,Q9NRW3,DNA dC->dU-editing enzyme APOBEC-3C,APOBEC3C
3219,0,0,0,0,0,0,0,0,0,0,0,0,0,19026000,18713000,0,17232000,0,,,,6,6,6,"11,4","11,4","11,4","65,076",0,"7,1001",98022000,10,0,1,0,0,0,0,0,0,0,1,1,0,0,3,6,1,3,1,Q9NRW7,Q9NRW7,Vacuolar protein sorting-associated protein 45,VPS45
3220,43395000,51628000,38700000,74947000,52576000,41058000,35992000,37145000,39748000,36666000,0,37516000,42707000,73921000,65928000,60857000,72404000,55805000,,,,9,9,9,"44,8","44,8","44,8","27,924",0,"14,326",975860000,22,4,5,4,4,5,3,2,4,2,4,3,5,4,7,8,5,5,7,Q9NRX1,Q9NRX1,RNA-binding protein PNO1,PNO1
3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865500,,,,2,2,2,"24,8","24,8","24,8","13,832","0,00030516","3,1414",48231000,5,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,Q9NRX4,Q9NRX4,14 kDa phosphohistidine phosphatase,PHPT1
3222,48328000,41148000,50724000,0,0,0,46136000,35905000,0,31029000,38969000,32172000,0,0,0,40146000,38758000,42799000,,,,8,8,8,"7,5","7,5","7,5","170,51",0,"8,4251",497460000,25,6,4,5,0,0,1,3,3,1,2,5,3,2,2,2,6,5,6,Q9NRY4,Q9NRY4,Rho GTPase-activating protein 35,ARHGAP35
3223,0,11298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,"7,1","7,1","7,1","55,468","0,0076046","1,6999",33706000,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Q9NRY5,Q9NRY5,Protein FAM114A2,FAM114A2
3224,0,23850000,23379000,0,26104000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,"7,1","7,1","7,1","44,021","0,00031037","3,3465",248930000,7,1,2,2,1,2,2,1,0,3,1,1,1,1,2,1,2,1,1,Q9NRZ5,Q9NRZ5,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,AGPAT4
3225,278750016,289849984,298980000,103320000,186870000,180650000,270920000,249330000,242200000,208280000,201050000,178100000,236080000,200430000,188020000,392140000,411390016,374340000,,,,21,21,21,"33,5","33,5","33,5","97,073",0,"44,696",4509900000,139,13,13,11,5,6,8,9,10,13,12,11,10,11,15,14,16,17,16,Q9NRZ9,Q9NRZ9,Lymphoid-specific helicase,HELLS
3226,0,0,0,0,0,0,0,0,0,0,0,0,0,45895000,45921000,0,0,0,,,,4,4,4,"51,4","51,4","51,4","15,521",0,"22,945",164770000,6,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,1,1,0,Q9NS69,Q9NS69,Mitochondrial import receptor subunit TOM22 homolog,TOMM22
3227,29731000,35171000,25289000,0,0,0,26999000,0,0,0,0,33358000,0,0,22688000,23845000,0,27748000,,,,4,4,4,"11,8","11,8","11,8","50,854",0,"8,4657",339150000,14,3,2,2,1,0,0,2,2,2,1,1,3,2,1,2,2,1,2,Q9NS86,Q9NS86,LanC-like protein 2,LANCL2
3228,10707000,19049000,11449000,0,0,0,0,0,0,0,0,0,0,10439000,0,12487000,14001000,14985000,,,,5,5,5,"6,6","6,6","6,6","160,16",0,"5,6371",137610000,11,2,3,2,0,1,0,1,1,1,1,0,0,1,3,1,2,2,3,Q9NS87,Q9NS87,Kinesin-like protein KIF15,KIF15
3229,0,26036000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14887000,0,,,,3,3,3,"8,3","8,3","8,3","56,222","0,00031626","3,6585",91426000,10,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,3,3,1,Q9NS91,Q9NS91,E3 ubiquitin-protein ligase RAD18,RAD18
3230,313289984,379360000,356329984,325700000,383240000,406409984,502960000,489540000,374860000,410980000,305070016,314510016,534120000,676230016,627769984,372710016,424190016,382680000,,,,20,20,20,"40,9","40,9","40,9","66,115",0,"96,931",7958000000,239,12,14,14,13,12,13,14,13,12,15,12,16,14,17,19,15,15,13,Q9NSD9,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,FARSB
3231,295940000,254120000,220980000,272270016,318169984,305510016,455590016,355760000,277080000,359460000,319369984,319329984,442590016,454990016,434680000,249040000,275609984,270360000,,,,25,25,25,36,36,36,"113,79",0,"81,684",5790300000,185,17,13,14,13,13,13,18,11,13,15,15,14,16,20,21,14,12,16,Q9NSE4,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",IARS2
3232,0,0,0,0,0,0,0,0,0,0,13018000,0,0,0,0,29565000,17577000,37262000,,,,3,3,3,"6,1","6,1","6,1","96,553",0,"11,157",185210000,7,1,1,1,1,0,1,1,0,1,0,2,1,1,1,0,2,3,2,Q9NSG2,Q9NSG2,Uncharacterized protein C1orf112,C1orf112
3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20563000,,,,2,2,2,"24,4","24,4","24,4","19,737",0,"89,27",175840000,6,1,1,0,0,0,1,0,1,1,1,1,2,1,0,1,2,2,1,Q9NSP4,Q9NSP4,Centromere protein M,CENPM
3234,117000000,115600000,117660000,48482000,30850000,75417000,116290000,115350000,135390000,96502000,139040000,122350000,100240000,99538000,61930000,347150016,308600000,348960000,,,,22,22,22,"24,9","24,9","24,9","136,92",0,"40,858",2523300000,96,10,12,12,6,4,9,13,13,10,7,11,12,15,7,4,20,20,18,Q9NSV4,Q9NSV4,Protein diaphanous homolog 3,DIAPH3
3235,48648000,49767000,61116000,128630000,105260000,82129000,65391000,61592000,60437000,66050000,116200000,114450000,104530000,56308000,49459000,44229000,33763000,38119000,,,,13,12,12,"18,4","17,4","17,4","129,17",0,"46,055",1101400000,41,4,7,6,10,9,6,7,5,5,6,9,9,7,6,3,4,4,4,Q9NSY1,Q9NSY1,BMP-2-inducible protein kinase,BMP2K
3236,0,0,0,0,0,9801400,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,8,8,8,"35,864","0,00031566","3,64",64093000,5,2,1,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,Q9NT62,Q9NT62,Ubiquitin-like-conjugating enzyme ATG3,ATG3
3237,200040000,204200000,201710000,194520000,237400000,190600000,167930000,215690000,219490000,227240000,187950000,181780000,242570000,291470016,346080000,241010000,244390000,219620000,,,,25,24,24,"23,5","22,5","22,5","164,67",0,"76,637",4144500000,171,8,12,12,11,12,9,7,8,8,12,11,9,15,17,20,12,15,12,Q9NTI5,Q9NTI5,Sister chromatid cohesion protein PDS5 homolog B,PDS5B
3238,455270016,454230016,460910016,483030016,503969984,485630016,458400000,497720000,424310016,447089984,462710016,481040000,552910016,652409984,643779968,592060032,594390016,563510016,,,,37,37,37,"37,9","37,9","37,9","147,18",0,"148,65",9471000000,287,22,26,22,23,19,21,19,19,22,24,24,28,27,29,34,29,31,27,Q9NTJ3,Q9NTJ3,Structural maintenance of chromosomes protein 4,SMC4
3239,26486000,30073000,21271000,22131000,0,0,31564000,32318000,34214000,0,0,0,0,17872000,26941000,20926000,19908000,0,,,,4,4,4,"10,7","10,7","10,7","66,966",0,"7,5645",340390000,19,3,3,3,2,2,0,3,2,2,1,2,1,3,2,2,3,2,1,Q9NTJ5,Q9NTJ5,Phosphatidylinositide phosphatase SAC1,SACM1L
3240,99073000,152530000,114930000,110050000,112330000,111330000,142040000,159260000,125270000,145370000,107840000,103270000,228140000,299649984,451849984,206640000,222640000,199470000,,,,11,11,11,"40,2","40,2","40,2","44,743",0,"53,51",3729400000,90,5,7,5,6,3,5,5,5,5,8,5,7,8,8,11,9,8,7,Q9NTK5,Q9NTK5,Obg-like ATPase 1,OLA1
3241,38398000,32510000,46462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,4,4,"5,5","5,5","5,5","97,394",0,"5,2482",152920000,4,4,4,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,Q9NTZ6,Q9NTZ6,RNA-binding protein 12,RBM12
3242,61171000,33144000,49639000,82864000,103600000,107670000,66593000,75198000,64453000,67769000,70909000,86295000,52570000,35447000,0,38228000,0,27619000,,,,3,3,3,"7,3","7,3","7,3","59,08","0,0047078","1,8823",892360000,14,2,2,2,3,2,3,3,3,2,3,2,2,3,2,1,2,1,3,Q9NU19,Q9NU19,TBC1 domain family member 22B,TBC1D22B
3243,452270016,545120000,523670016,662780032,733830016,727489984,651660032,651729984,650240000,1038499968,710700032,683500032,517500000,606689984,995190016,973169984,1054400000,897219968,,,,107,107,107,"28,6","28,6","28,6","632,81",0,"323,31",13645000000,710,35,46,47,42,47,45,42,48,44,65,48,49,48,59,85,76,75,72,Q9NU22,Q9NU22,Midasin,MDN1
3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31073000,20465000,0,0,,,,3,3,3,"8,9","8,9","8,9","43,547",0,"5,1112",108010000,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,Q9NUD5,Q9NUD5,Zinc finger CCHC domain-containing protein 3,ZCCHC3
3245,0,0,0,0,0,0,0,40282000,14268000,0,0,0,28497000,50028000,88206000,30205000,30198000,0,,,,9,9,9,"32,4","32,4","32,4","33,932",0,"49,5",425490000,14,1,2,1,1,1,1,2,4,3,1,2,0,4,5,7,4,5,2,Q9NUJ1,Q9NUJ1,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",ABHD10
3246,40907000,37558000,36891000,41654000,0,0,42813000,46262000,41457000,50742000,48883000,37512000,42740000,38511000,49119000,42127000,35635000,37195000,,,,7,7,7,"15,4","15,4","15,4","62,608",0,"8,1863",690890000,23,5,5,5,4,3,2,5,3,3,2,5,6,4,4,5,6,3,5,Q9NUL3,Q9NUL3,Double-stranded RNA-binding protein Staufen homolog 2,STAU2
3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26488000,0,0,0,,,,2,2,2,7,7,7,"59,58",0,"5,9322",118990000,5,0,0,0,1,1,0,1,0,1,2,1,1,0,1,2,0,0,0,Q9NUL7,Q9NUL7,Probable ATP-dependent RNA helicase DDX28,DDX28
3248,66611000,54152000,63545000,61233000,55498000,46042000,59072000,41532000,58543000,58730000,66847000,74419000,56987000,0,45582000,98072000,118890000,107090000,,,,13,13,13,"31,2","31,2","31,2","60,585",0,"47,11",1113700000,51,3,7,5,2,2,3,5,3,5,6,5,6,6,1,3,10,9,11,Q9NUQ3;Q9BZA5,Q9NUQ3,Gamma-taxilin,TXLNG
3249,0,14743000,0,0,0,0,0,15582000,0,0,0,0,17070000,0,0,0,21596000,21629000,,,,3,3,3,"8,4","8,4","8,4","61,728",0,"5,6462",146770000,8,0,2,1,0,0,0,1,2,0,1,1,0,2,1,1,1,2,3,Q9NUQ6,Q9NUQ6,SPATS2-like protein,SPATS2L
3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24630000,,,,1,1,1,"4,3","4,3","4,3","53,261","0,00059506","2,7633",103850000,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,Q9NUQ7,Q9NUQ7,Ufm1-specific protease 2,UFSP2
3251,74721000,69541000,57339000,79617000,77521000,75628000,82929000,87181000,69113000,75384000,80585000,72514000,65316000,72212000,75565000,81370000,80845000,77928000,,,,11,11,11,"21,2","21,2","21,2","79,744",0,"28,798",1336600000,79,6,5,5,4,5,3,7,8,4,6,5,7,5,10,6,8,7,9,Q9NUQ8,Q9NUQ8,ATP-binding cassette sub-family F member 3,ABCF3
3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030700,0,,,,1,1,1,4,4,4,"36,748","0,0038976","1,9362",12867000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Q9NUQ9,Q9NUQ9,Protein FAM49B,FAM49B
3253,86363000,108290000,97738000,98145000,119620000,102790000,112310000,112980000,99389000,108140000,104420000,95178000,135460000,152640000,103800000,123470000,132660000,130140000,,,,9,9,1,"27,4","27,4","5,2","53,974",0,"42,275",2107100000,70,2,4,3,3,2,3,2,3,4,5,3,2,4,7,8,7,8,6,Q9NUU7,Q9NUU7,ATP-dependent RNA helicase DDX19A,DDX19A
3254,110410000,115030000,93399000,133470000,115670000,106070000,117080000,106770000,97029000,250870000,104530000,113210000,110890000,167690000,188040000,122240000,148370000,101740000,,,,10,10,10,"28,8","28,8","28,8","51,402",0,"20,927",2413000000,71,7,8,5,8,5,2,7,7,4,9,5,8,5,9,8,8,7,7,Q9NV06,Q9NV06,DDB1- and CUL4-associated factor 13,DCAF13
3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16879000,19023000,0,,,,2,2,2,"17,7","17,7","17,7","18,609","0,0091324","1,5895",58596000,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,Q9NV35,Q9NV35,Probable 8-oxo-dGTP diphosphatase NUDT15,NUDT15
3256,0,0,15059000,20716000,0,0,17505000,0,0,0,22228000,22272000,17156000,0,0,29794000,47890000,35563000,,,,5,5,5,"11,2","11,2","11,2","83,701",0,"43,242",309190000,9,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,4,3,4,Q9NV66;Q6NUM6,Q9NV66;Q6NUM6,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase,TYW1;TYW1B
